ratio,cent_y,cent_x,eccentricity,solidity,skew_x,skew_y,kurt_x,kurt_y
0.0880257298367145,0.43032183990527784,0.450096082199302,0.980818191968532,0.19731588287488908,-0.0017576208156844277,0.1478897099429624,-1.1635845823413504,-0.7820605896128963
